station_name,latitude,longitude,elevation[m],d_east[m],d_nord[m],d_z[m]
CAAM,40.820065,14.142049,170.0,-2.823832933053347e-05,7.098749746221218e-06,2.6733828254672105e-05
CBAC,40.810901,14.08057,77.0,1.2912964610464795e-05,2.3440639235007462e-06,-5.585573137142765e-06
CFMN,40.832942,14.090403,92.0,1.2928264528458077e-05,-8.113235762334438e-06,-1.0059708116738452e-05
CMSN,40.8382,14.1818,20.0,7.484076611241009e-06,3.6050205656476708e-06,3.269954467752806e-07
CNIS,40.79817,14.163176,50.0,7.748505356818432e-06,-7.49454359902138e-06,4.830094937375442e-06
CPOZ,40.821072,14.11911,52.0,3.117106982490778e-05,-1.3215900506271816e-05,-1.1533096419657965e-05
CQUE,40.885355,14.155414,109.0,5.823367043910849e-06,-1.3207541859085744e-06,-1.560674875583044e-07
CSTH,40.829447,14.149329,108.0,5.477089381067489e-06,-1.598569523910592e-05,-1.3939391623613282e-05
