lat,lon,def
40.7758679646661,14.048059442162,NaN
40.7776694332326,14.048033724673,NaN
40.7794709012214,14.048008004857,NaN
40.7812723686325,14.0479822827136,NaN
40.7830738354661,14.0479565582427,NaN
40.784875301722,14.047930831444,NaN
40.7866767674002,14.0479051023173,NaN
40.7884782325008,14.0478793708623,NaN
40.7902796970238,14.0478536370788,NaN
40.7920811609691,14.0478279009666,NaN
40.7938826243367,14.0478021625253,NaN
40.7956840871267,14.0477764217549,NaN
40.797485549339,14.047750678655,NaN
40.7992870109735,14.0477249332254,NaN
40.8010884720304,14.0476991854659,NaN
40.8028899325096,14.0476734353762,NaN
40.8046913924111,14.047647682956,NaN
40.8064928517349,14.0476219282052,NaN
40.8082943104809,14.0475961711236,NaN
40.8100957686492,14.0475704117107,NaN
40.8118972262398,14.0475446499665,NaN
40.8136986832526,14.0475188858907,NaN
40.8155001396877,14.0474931194831,NaN
40.8173015955451,14.0474673507433,NaN
40.8191030508246,14.0474415796712,NaN
40.8209045055264,14.0474158062666,NaN
40.8227059596505,14.0473900305291,NaN
40.8245074131967,14.0473642524586,NaN
40.8263088661652,14.0473384720548,NaN
40.8281103185559,14.0473126893174,NaN
40.8299117703688,14.0472869042463,NaN
40.8317132216038,14.0472611168412,NaN
40.8335146722611,14.0472353271018,NaN
40.8353161223405,14.0472095350279,NaN
40.8371175718421,14.0471837406193,NaN
40.8389190207659,14.0471579438757,NaN
40.8407204691119,14.047132144797,NaN
40.84252191688,14.0471063433827,NaN
40.8443233640702,14.0470805396328,NaN
40.8461248106826,14.0470547335469,NaN
40.8479262567171,14.0470289251249,NaN
40.8497277021738,14.0470031143665,NaN
40.8515291470525,14.0469773012714,NaN
40.8533305913534,14.0469514858394,NaN
40.8551320350764,14.0469256680703,NaN
40.8569334782215,14.0468998479638,NaN
40.8587349207887,14.0468740255197,NaN
40.860536362778,14.0468482007377,NaN
40.8623378041893,14.0468223736177,NaN
40.8641392450228,14.0467965441593,NaN
40.8659406852783,14.0467707123623,NaN
40.8677421249559,14.0467448782265,NaN
40.8695435640555,14.0467190417517,NaN
40.8713450025772,14.0466932029375,NaN
40.8731464405209,14.0466673617839,NaN
40.8749478778867,14.0466415182904,NaN
40.8767493146745,14.046615672457,NaN
40.7758874898065,14.0504291830668,NaN
40.7776889596061,14.0504035295749,NaN
40.7794904288281,14.0503778737617,NaN
40.7812918974726,14.0503522156271,NaN
40.7830933655395,14.0503265551706,NaN
40.7848948330288,14.0503008923922,NaN
40.7866962999405,14.0502752272915,NaN
40.7884977662747,14.0502495598684,NaN
40.7902992320313,14.0502238901225,NaN
40.7921006972102,14.0501982180537,NaN
40.7939021618116,14.0501725436617,NaN
40.7957036258354,14.0501468669463,NaN
40.7975050892815,14.0501211879072,NaN
40.79930655215,14.0500955065442,NaN
40.8011080144409,14.0500698228571,NaN
40.8029094761542,14.0500441368456,NaN
40.8047109372898,14.0500184485094,NaN
40.8065123978478,14.0499927578484,NaN
40.8083138578281,14.0499670648623,NaN
40.8101153172307,14.0499413695509,NaN
40.8119167760557,14.0499156719139,NaN
40.813718234303,14.0498899719511,NaN
40.8155196919727,14.0498642696622,NaN
40.8173211490646,14.0498385650471,NaN
40.8191226055788,14.0498128581054,NaN
40.8209240615154,14.0497871488369,NaN
40.8227255168742,14.0497614372415,NaN
40.8245269716553,14.0497357233187,NaN
40.8263284258587,14.0497100070685,NaN
40.8281298794844,14.0496842884906,NaN
40.8299313325323,14.0496585675847,NaN
40.8317327850026,14.0496328443506,NaN
40.833534236895,14.0496071187881,NaN
40.8353356882097,14.0495813908968,NaN
40.8371371389466,14.0495556606767,NaN
40.8389385891058,14.0495299281274,NaN
40.8407400386872,14.0495041932486,NaN
40.8425414876908,14.0494784560403,NaN
40.8443429361167,14.049452716502,NaN
40.8461443839647,14.0494269746337,NaN
40.847945831235,14.049401230435,NaN
40.8497472779274,14.0493754839056,NaN
40.851548724042,14.0493497350455,NaN
40.8533501695788,14.0493239838542,NaN
40.8551516145378,14.0492982303317,NaN
40.856953058919,14.0492724744776,NaN
40.8587545027223,14.0492467162917,NaN
40.8605559459477,14.0492209557737,NaN
40.8623573885953,14.0491951929235,NaN
40.8641588306651,14.0491694277407,NaN
40.865960272157,14.0491436602252,NaN
40.867761713071,14.0491178903767,NaN
40.8695631534072,14.049092118195,NaN
40.8713645931655,14.0490663436798,NaN
40.8731660323458,14.0490405668308,NaN
40.8749674709483,14.0490147876479,NaN
40.8767689089729,14.0489890061308,NaN
40.7759069662929,14.0527989262926,NaN
40.7777084373226,14.0527733367981,NaN
40.7795099077747,14.0527477449881,NaN
40.7813113776494,14.0527221508623,NaN
40.7831128469466,14.0526965544205,NaN
40.7849143156662,14.0526709556626,NaN
40.7867157838084,14.0526453545882,NaN
40.788517251373,14.0526197511972,NaN
40.7903187183601,14.0525941454892,NaN
40.7921201847697,14.052568537464,NaN
40.7939216506017,14.0525429271215,NaN
40.7957231158562,14.0525173144613,NaN
40.7975245805332,14.0524916994833,NaN
40.7993260446326,14.0524660821872,NaN
40.8011275081544,14.0524404625727,NaN
40.8029289710987,14.0524148406396,NaN
40.8047304334653,14.0523892163877,NaN
40.8065318952544,14.0523635898167,NaN
40.808333356466,14.0523379609265,NaN
40.8101348170999,14.0523123297167,NaN
40.8119362771562,14.0522866961871,NaN
40.8137377366349,14.0522610603375,NaN
40.815539195536,14.0522354221677,NaN
40.8173406538594,14.0522097816774,NaN
40.8191421116053,14.0521841388663,NaN
40.8209435687735,14.0521584937343,NaN
40.822745025364,14.0521328462811,NaN
40.8245464813769,14.0521071965064,NaN
40.8263479368122,14.0520815444101,NaN
40.8281493916698,14.0520558899918,NaN
40.8299508459497,14.0520302332513,NaN
40.831752299652,14.0520045741885,NaN
40.8335537527765,14.051978912803,NaN
40.8353552053234,14.0519532490947,NaN
40.8371566572926,14.0519275830632,NaN
40.8389581086841,14.0519019147084,NaN
40.8407595594979,14.05187624403,NaN
40.8425610097339,14.0518505710278,NaN
40.8443624593923,14.0518248957014,NaN
40.8461639084729,14.0517992180508,NaN
40.8479653569758,14.0517735380757,NaN
40.8497668049009,14.0517478557757,NaN
40.8515682522483,14.0517221711507,NaN
40.853369699018,14.0516964842005,NaN
40.8551711452099,14.0516707949247,NaN
40.856972590824,14.0516451033232,NaN
40.8587740358604,14.0516194093957,NaN
40.8605754803189,14.051593713142,NaN
40.8623769241997,14.0515680145619,NaN
40.8641783675027,14.051542313655,NaN
40.8659798102279,14.0515166104212,NaN
40.8677812523753,14.0514909048602,NaN
40.8695826939449,14.0514651969718,0.00494841473565025
40.8713841349367,14.0514394867557,0.00517135401836762
40.8731855753506,14.0514137742118,0.00539429330108386
40.8749870151867,14.0513880593397,0.00530286846769101
40.876788454445,14.0513623421392,NaN
40.7759263941252,14.0551686718337,NaN
40.7777278663818,14.0551431463368,NaN
40.7795293380611,14.0551176185301,NaN
40.7813308091629,14.0550920884135,NaN
40.7831322796872,14.0550665559867,NaN
40.7849337496342,14.0550410212495,NaN
40.7867352190036,14.0550154842016,NaN
40.7885366877957,14.0549899448429,NaN
40.7903381560103,14.054964403173,NaN
40.7921396236474,14.0549388591918,NaN
40.793941090707,14.054913312899,NaN
40.7957425571892,14.0548877642943,NaN
40.7975440230938,14.0548622133776,NaN
40.799345488421,14.0548366601485,NaN
40.8011469531707,14.0548111046069,NaN
40.8029484173429,14.0547855467525,NaN
40.8047498809376,14.0547599865851,NaN
40.8065513439547,14.0547344241044,NaN
40.8083528063943,14.0547088593102,NaN
40.8101542682564,14.0546832922023,NaN
40.811955729541,14.0546577227804,NaN
40.813757190248,14.0546321510443,NaN
40.8155586503775,14.0546065769937,NaN
40.8173601099294,14.0545810006284,NaN
40.8191615689038,14.0545554219483,NaN
40.8209630273006,14.0545298409529,NaN
40.8227644851197,14.0545042576422,NaN
40.8245659423614,14.0544786720158,NaN
40.8263673990254,14.0544530840735,NaN
40.8281688551118,14.0544274938151,NaN
40.8299703106207,14.0544019012404,NaN
40.8317717655519,14.0543763063491,NaN
40.8335732199055,14.0543507091409,NaN
40.8353746736815,14.0543251096157,NaN
40.8371761268799,14.0542995077732,NaN
40.8389775795006,14.0542739036131,NaN
