name,lat,lon,depth,mag
26081,40.827,14.141,-790.0,1.15
26131,40.829498,14.1573,-2680.0,1.62
26132,40.834301,14.1102,-2710.0,3.56
26134,40.8288,14.1133,-2110.0,1.43
26164,40.834,14.1237,-2280.0,1.33
26240,40.807301,14.1345,-3450.0,1.01
26250,40.834999,14.1252,-2650.0,1.99
26253,40.825699,14.1415,-1210.0,1.01
26262,40.834702,14.1282,-2600.0,1.08
26287,40.830799,14.1367,-2450.0,1.21
26292,40.8298,14.1368,-2090.0,1.01
26290,40.831501,14.1402,-2790.0,2.89
26356,40.8302,14.1498,-2260.0,1.27
26307,40.8083,14.1028,-2510.0,2.28
26326,40.818199,14.1583,-2780.0,2.33
26330,40.831501,14.1415,-2340.0,1.33
26396,40.840302,14.1312,-1100.0,1.15
26411,40.807499,14.1135,-3820.0,1.58
26421,40.7995,14.1132,-3340.0,1.33
26423,40.805,14.1145,-3540.0,1.38
26482,40.825699,14.1503,-1170.0,1.08
26501,40.827,14.1402,-1790.0,1.53
26504,40.829498,14.1462,-2600.0,1.21
26505,40.830002,14.1467,-2240.0,1.89
27647,40.828499,14.1402,-1870.0,1.86
27693,40.827301,14.1402,-1390.0,1.48
27739,40.828999,14.1492,-2130.0,1.33
27747,40.8255,14.1362,-2380.0,1.48
27753,40.827801,14.137,-1820.0,1.21
28399,40.827,14.1398,-720.0,1.15
28441,40.804298,14.113,-2910.0,1.01
28447,40.8022,14.1097,-2570.0,1.21
28455,40.831799,14.1338,-2900.0,1.21
28456,40.834499,14.1325,-2730.0,1.21
28493,40.805698,14.1005,-3940.0,1.93
28519,40.823799,14.1307,-1980.0,1.78
28548,40.831501,14.1402,-2720.0,1.01
28574,40.834999,14.1223,-2770.0,1.48
28587,40.825802,14.0938,-2370.0,1.86
28627,40.8102,14.1145,-2960.0,1.33
28632,40.805698,14.1087,-3820.0,1.86
28634,40.798302,14.1162,-2950.0,1.27
28635,40.821701,14.1387,-950.0,1.27
28640,40.821301,14.1388,-940.0,1.21
28656,40.8228,14.1383,-1680.0,1.08
28670,40.806,14.1497,-3690.0,2.09
28674,40.833698,14.1358,-2530.0,1.66
28679,40.837002,14.1037,-2770.0,2.47
28683,40.834499,14.0988,-2760.0,1.82
28703,40.8255,14.1393,-1020.0,1.08
28705,40.8232,14.136,-430.0,1.01
28720,40.823299,14.1503,-1890.0,1.08
28721,40.825298,14.1517,-2430.0,1.21
28722,40.831501,14.1312,-2610.0,1.08
28723,40.831501,14.1328,-2120.0,1.33
29212,40.825298,14.1403,-750.0,1.01
28731,40.824299,14.1407,-790.0,1.01
28738,40.8232,14.1155,-2540.0,1.62
28739,40.825298,14.114,-2610.0,1.15
28741,40.825199,14.1137,-2510.0,1.43
28746,40.825001,14.1203,-2490.0,1.01
28768,40.818001,14.145,-250.0,2.49
28773,40.834801,14.1428,-2390.0,1.15
28787,40.821499,14.1558,-680.0,2.17
28795,40.820301,14.1478,-230.0,1.58
28792,40.823799,14.1467,-1170.0,1.01
28788,40.818501,14.1463,-180.0,1.27
28794,40.82,14.147,-590.0,1.15
28789,40.817799,14.1428,-320.0,1.71
28790,40.818802,14.1505,-560.0,2.67
28805,40.8237,14.1467,-1720.0,2.33
28810,40.818699,14.1435,-290.0,1.08
28812,40.820301,14.1372,-520.0,1.62
28813,40.8237,14.149,-1420.0,1.33
29666,40.830002,14.1445,-1820.0,1.15
28929,40.825298,14.1517,-970.0,1.71
28936,40.825802,14.1482,-1420.0,1.21
28821,40.825199,14.1505,-1280.0,1.08
28827,40.8223,14.147,-1700.0,1.08
28835,40.8255,14.1488,-1690.0,1.21
28837,40.826801,14.148,-2550.0,3.2
28871,40.827702,14.1517,-2250.0,2.53
28842,40.823502,14.1442,-1180.0,1.48
28843,40.824001,14.147,-930.0,1.01
28848,40.831501,14.1375,-2630.0,3.64
28916,40.828499,14.1378,-1910.0,1.15
28918,40.829201,14.1388,-1490.0,1.01
28923,40.827301,14.1348,-1500.0,1.33
28850,40.8297,14.1387,-2370.0,3.12
28876,40.825298,14.1495,-1930.0,2.03
28878,40.826302,14.1468,-1270.0,1.43
28890,40.825802,14.1383,-920.0,1.58
28891,40.819698,14.1418,-290.0,1.48
28899,40.828701,14.1342,-2800.0,1.01
28951,40.827999,14.1385,-1830.0,1.08
28942,40.828999,14.1448,-1680.0,1.38
29004,40.8055,14.1037,-4260.0,2.09
29009,40.808701,14.1165,-4440.0,1.38
29010,40.807999,14.1425,-3760.0,1.99
29013,40.8335,14.1262,-1540.0,1.21
29031,40.834702,14.1152,-2430.0,2.12
29041,40.834999,14.1265,-2740.0,1.33
29048,40.8377,14.1235,-2650.0,2.43
29044,40.831501,14.1247,-2810.0,1.08
29051,40.834499,14.1235,-2720.0,1.01
29052,40.8372,14.1255,-3190.0,1.15
29056,40.834301,14.1247,-2810.0,1.33
29067,40.832699,14.1168,-2620.0,1.21
29098,40.8228,14.1283,-1390.0,1.08
29112,40.8335,14.1402,-2680.0,1.58
29116,40.826199,14.148,-1190.0,1.33
29117,40.823002,14.0878,-2800.0,1.21
29123,40.825001,14.1267,-2740.0,1.78
29130,40.802799,14.1318,-3690.0,1.15
29141,40.801998,14.1142,-2990.0,2.61
29142,40.799,14.11,-2710.0,1.21
29143,40.804501,14.1118,-3810.0,1.82
29144,40.799702,14.1135,-4370.0,1.01
29145,40.7985,14.1155,-2600.0,2.03
29150,40.814999,14.1187,-2240.0,1.33
29152,40.8242,14.1342,-1130.0,1.15
29153,40.823799,14.133,-1180.0,1.15
29176,40.831299,14.1517,-2690.0,1.53
29177,40.831299,14.1495,-2730.0,1.62
29178,40.830002,14.1475,-2630.0,1.33
29728,40.831299,14.1465,-2490.0,3.79
29827,40.8065,14.11,-3800.0,1.0
29830,40.828,14.139167,-2310.0,2.9
29833,40.803333,14.102333,-3810.0,1.3
29840,40.804333,14.104333,-3690.0,1.0
29875,40.833667,14.123667,-2700.0,1.5
29894,40.8315,14.130667,-2660.0,1.1
29985,40.828167,14.140167,-1700.0,1.2
30013,40.826667,14.1375,-740.0,1.1
30019,40.823333,14.145333,-2710.0,2.1
30034,40.824333,14.142167,-1560.0,1.0
30053,40.815833,14.158167,-2790.0,2.7
30108,40.822333,14.139833,-1910.0,1.1
30118,40.8225,14.082833,-2820.0,1.1
30120,40.834667,14.141667,-2240.0,1.0
30137,40.8315,14.143167,-2100.0,3.2
30139,40.829333,14.144167,-1690.0,1.0
30219,40.8245,14.121167,-2310.0,1.0
30222,40.824333,14.1155,-2590.0,1.0
30225,40.822833,14.120333,-2570.0,1.9
30226,40.822833,14.1185,-2590.0,1.0
30231,40.839167,14.140833,-1800.0,1.6
30236,40.835,14.1385,-2650.0,1.6
30239,40.8085,14.0985,-3060.0,1.8
30240,40.834,14.137,-2140.0,1.0
30245,40.824167,14.128333,-2550.0,2.1
30249,40.833333,14.127833,-1840.0,1.4
30261,40.824167,14.0885,-2610.0,1.5
30283,40.8245,14.130167,-2130.0,1.2
30285,40.8245,14.1305,-2080.0,1.2
30287,40.8315,14.126333,-1660.0,1.3
30292,40.824,14.097333,-1440.0,1.2
30304,40.821667,14.142333,-510.0,2.1
30310,40.814,14.153667,-2980.0,2.8
30312,40.8295,14.0875,-2760.0,1.7
30317,40.826333,14.140833,-820.0,1.1
30318,40.826833,14.142333,-740.0,1.4
30329,40.8315,14.1265,-2470.0,1.0
30354,40.834,14.123,-2630.0,1.8
30356,40.825333,14.1365,-1810.0,1.4
30361,40.826667,14.138333,-1490.0,1.3
30376,40.834667,14.119333,-2070.0,1.0
30387,40.825167,14.141,-860.0,1.3
30391,40.823833,14.134,-840.0,1.2
30396,40.828,14.136667,-2090.0,2.1
30404,40.825667,14.143833,-1810.0,1.5
30403,40.8245,14.14,-1650.0,1.7
30405,40.8245,14.1465,-1910.0,1.6
30401,40.824,14.134167,-960.0,1.6
30417,40.8075,14.106667,-3340.0,2.5
30420,40.8255,14.1345,-1020.0,1.2
30421,40.805833,14.108,-3690.0,3.3
30422,40.804667,14.109667,-3470.0,1.2
30428,40.802833,14.113833,-3600.0,1.3
30441,40.824167,14.132,-790.0,1.9
30445,40.8245,14.132667,-650.0,1.1
