event_name,latitude,longitude,strike,dip,rake,magnitude,depth
flegrei_2019_12_06_00_17_23,40.83017,14.14933,306.23839418321035,67.56976341140337,51.06767662535395,3.0338634601990027,7960.663749466891
flegrei_2024_07_26_11_46_21,40.805667,14.098333,296.73177928182685,83.58705424153223,-140.74568470785437,3.5745629757622748,6331.092062255655
flegrei_2024_03_10_17_15_06,40.8205,14.144667,185.9236225142949,36.94534948822311,-87.01703453959684,3.1661646963058825,4478.57003049145
flegrei_2024_05_10_11_25_52,40.811333,14.1035,86.97339255624101,29.782530635010346,-172.7036196349735,3.156906467924836,6333.088837370143
flegrei_2024_05_10_11_26_10,40.811,14.1145,94.11197374301797,60.454993533613454,-142.58968562936752,3.4140437012205442,7337.298436773257
flegrei_2019_03_15_04_26_41,40.828671,14.1485,289.35055543883374,54.056821312203525,18.842048117406748,3.084223679460079,5126.653171750277
flegrei_2024_05_22_06_28_00,40.8085,14.107667,304.39805485274485,73.28771834271643,-129.6541452672701,3.1101585940903984,3417.781509179395
flegrei_2023_08_18_04_10_30,40.827702,14.1517,116.68478233007043,55.586096579467,45.349901385415514,3.1474348785766857,7081.259246600558
flegrei_2024_05_20_18_10_03,40.827333,14.1375,261.8136092420886,53.220842213916086,-48.29306492159529,3.6916539099502312,3681.5889323513748
flegrei_2023_09_07_17_45_28,40.831299,14.1465,215.78452381855197,31.186277020586818,-53.31933489172973,3.190695236318186,4143.485284092984
flegrei_2023_09_27_01_35_34,40.819167,14.159,188.57222174252084,87.426354279095,85.47543432695312,3.4841614891085246,4961.618030169326
flegrei_2020_12_28_08_09_43,40.831329,14.14583,289.94790441069244,58.176022615045184,2.9077938243578134,3.118748510837447,7822.2036227762965
flegrei_2024_05_20_19_46_14,40.829667,14.136167,95.63702841232372,55.10617896784088,-106.27841369601937,3.261294528136,1369.0104636348074
flegrei_2024_05_20_17_51_14,40.838667,14.128833,357.3977608951793,61.35825563073857,87.60238450536495,3.3001263536808896,7607.36067553069
