event_name,latitude,longitude,strike,dip,rake,magnitude,depth
flegrei_2023_08_18_04_22_49,40.8297,14.1387,85.1850095832957,58.862283149543345,-88.15540381431205,2.3053503057254208,1704.2267679365802
flegrei_2023_10_02_20_08_26,40.830667,14.15,77.70753205371032,54.355746660558694,-30.069703280294686,2.4093116603819773,1858.2988238051419
flegrei_2019_12_06_00_17_23,40.83017,14.14933,84.97630527808758,66.68526157994837,8.438074625124997,2.264473577616389,2038.9405407588831
flegrei_2018_09_18_21_36_41,40.827499,14.148,77.40551149089237,63.85725292880644,-12.9740914942654,2.0624068456676152,2882.550275109696
flegrei_2024_06_08_02_09_03,40.830667,14.149,46.810698864753434,45.624920467282955,-59.59188503240401,2.7094261931184853,1509.6852123428635
flegrei_2024_07_26_11_46_21,40.805667,14.098333,250.30475043268322,34.17532252847767,158.38139878873338,2.8201482031840595,3027.1526371860064
flegrei_2022_07_30_03_27_48,40.827301,14.1402,75.97725894163385,60.82934732942409,-86.42724288893811,1.9059376278217552,1657.4628274303054
flegrei_2019_10_05_05_08_37,40.828171,14.1475,99.74966128601096,58.683688612066724,32.08617322228067,2.0216407634926092,2129.4679042796233
flegrei_2024_06_08_01_52_04,40.829833,14.144,80.45080096099485,75.32096621507027,90.55927884877276,2.353354162148502,1960.4320703294086
flegrei_2023_10_04_08_46_55,40.8295,14.134167,95.59129633899887,76.1349268268749,-95.99728969589546,2.285480959303362,2269.549655620865
flegrei_2024_05_20_21_00_55,40.822667,14.124333,97.96935683776589,63.34560811659215,-107.7003686073577,2.659586595254778,3425.6229774403214
flegrei_2022_11_12_21_37_54,40.809799,14.1172,131.4260366144596,73.31056204628268,-40.01750092205292,2.0552876629942123,3014.9967900716792
flegrei_2024_05_07_01_47_54,40.826,14.145,57.53049894240477,52.60891662624129,-85.03470827401124,2.344416777931455,1381.5108921099002
flegrei_2024_05_13_20_49_58,40.8315,14.140167,230.98897276265782,69.50795595298756,-74.9591194028338,1.538227848349317,1475.6979011840851
flegrei_2024_04_16_03_38_05,40.828667,14.151667,279.7354500406697,86.33880158455783,-90.4261663906757,2.339513399205833,3253.170442947377
flegrei_2023_06_15_15_39_40,40.831501,14.1402,258.60129268398975,49.07861305169702,-106.41187763522254,2.270282108526178,2578.2925737094824
flegrei_2024_03_03_09_01_59,40.816,14.152167,312.07999767196117,84.60349582533792,-94.7035057345149,2.706408844763997,3287.421699686724
flegrei_2024_03_10_17_15_06,40.8205,14.144667,203.30888417827194,58.4222800996531,-66.65555436244604,1.6904581496603424,1564.2050903317452
flegrei_2023_09_12_02_28_50,40.828,14.139167,24.539266341494525,49.09540384755939,-72.1520160835134,2.0736086661400286,1870.5443292625012
flegrei_2024_05_18_04_30_55,40.835333,14.143333,36.95305484259431,60.38577450358495,96.43642054347374,2.1368804722876806,1764.369960126204
flegrei_2024_07_02_13_10_14,40.815,14.1555,310.3532028013059,81.96300624481968,-95.60574456991812,2.6509748356670606,3384.3574881404043
flegrei_2024_02_17_18_09_50,40.811333,14.0975,260.99882303806316,32.98149247480485,-165.54696515160276,2.3419145910867325,4540.682059310974
flegrei_2024_05_10_11_25_52,40.811333,14.1035,207.51850261710393,52.77550555923035,124.92150890491048,2.0158211371905814,1514.5732865793132
flegrei_2023_08_18_00_01_28,40.818802,14.1505,83.16670475985671,70.77685705247406,118.94809241862254,1.1649202305186765,1671.3369767611011
flegrei_2024_07_02_13_13_45,40.8135,14.158,308.9092132631391,84.30045993350139,-37.07361186481876,2.0249799834859896,2093.271486047009
flegrei_2024_05_10_11_26_10,40.811,14.1145,305.0029557285359,63.519608152446274,-92.16916435198412,2.1294106074297456,2637.598717383647
flegrei_2024_04_27_03_44_56,40.8085,14.094,268.36471479668,43.99889446770536,-170.87294895153764,3.0464648252322544,3553.7298890393063
flegrei_2023_05_08_02_28_34,40.827702,14.1402,120.29289075326827,69.14732568037036,-97.75442410016332,2.526819434461066,2220.3858932810426
