event_name,latitude,longitude,strike,dip,rake,magnitude,depth
flegrei_2019_12_06_00_17_23,40.83017,14.14933,258.9256320974665,62.32966085830295,-67.65750783466122,2.8831134923372197,2727.253351814201
flegrei_2023_06_15_15_39_40,40.831501,14.1402,116.08411600090902,52.63325877576869,-52.21427243829896,2.590553793203645,3034.1928324296446
flegrei_2023_03_13_22_40_53,40.8358,14.1402,284.93689954440265,52.98178567284371,-69.56380471144054,2.5362935786850453,2843.0717820145182
flegrei_2023_04_10_03_54_45,40.835701,14.1417,274.3020014150534,57.4017511831632,-78.1910360414781,2.7247186657970097,3255.3961329816802
flegrei_2023_08_18_04_09_59,40.826801,14.148,80.15317829019956,68.05732904770146,-47.82254863948423,2.4162305641447848,1089.1012738015306
flegrei_2022_04_19_02_05_54,40.828201,14.1422,64.20637921852136,66.48813981132196,-65.04324515024479,2.520098767758311,1872.32394258418
flegrei_2023_02_05_00_45_36,40.8032,14.1108,268.1488200185289,56.86584044913008,-79.14512393452048,2.9285972415158685,3671.320391544033
